Date,Order ID,Customer Name,Customer Segment,City,State,Product Category,Product Sub-Category,Units Sold,Unit Cost,Unit Price,Total Cost,Total Sales,Margin,Margin %
2024-12-09,ORD-1186,Laura Rivera,Business,Cleveland,OH,Office Supplies,Binders,53,424.37,826.37,22491.61,43797.61,21306.0,48.65%
2024-03-17,ORD-1187,Eric Chen,Enterprise,Kansas City,MO,Furniture,Lamps,40,89.63,139.68,3585.2,5587.2,2002.0,35.83%
2024-12-06,ORD-1188,Robert Davis,Business,Kansas City,MO,Office Supplies,Notebooks,65,588.88,1048.79,38277.2,68171.35,29894.15,43.85%
2024-01-10,ORD-1189,Emily Perez,Consumer,Cleveland,OH,Furniture,Desks,30,124.36,129.3,3730.8,3879.0,148.2,3.82%
2024-06-28,ORD-1190,Paul Martinez,Business,New Orleans,LA,Office Supplies,Markers,41,411.34,627.69,16864.94,25735.29,8870.35,34.47%
2024-06-09,ORD-1191,Anna Perez,Business,Salt Lake City,UT,Office Supplies,Envelopes,21,178.26,275.38,3743.46,5782.98,2039.52,35.27%
2024-08-19,ORD-1192,Diana Green,Small Business,Phoenix,AZ,Electronics,Smartwatches,58,303.24,385.79,17587.92,22375.82,4787.9,21.4%
2024-09-06,ORD-1193,Karen Carter,Business,Dallas,TX,Furniture,Lamps,11,394.04,573.27,4334.44,6305.97,1971.53,31.26%
2024-06-19,ORD-1194,Mike Lee,Enterprise,Charlotte,NC,Office Supplies,Staplers,46,590.92,926.15,27182.32,42602.9,15420.58,36.2%
2024-07-24,ORD-1195,Maria Martinez,Small Business,Cleveland,OH,Furniture,Office Chairs,96,240.48,451.24,23086.08,43319.04,20232.96,46.71%
2024-02-22,ORD-1196,Michael Hall,Business,Miami,FL,Office Supplies,Envelopes,9,71.6,135.61,644.4,1220.49,576.09,47.2%
2024-02-14,ORD-1197,Laura Evans,Small Business,Denver,CO,Office Supplies,Paper,51,386.07,477.62,19689.57,24358.62,4669.05,19.17%
2024-02-10,ORD-1198,Olivia Perez,Business,Cleveland,OH,Office Supplies,Notebooks,39,80.6,124.46,3143.4,4853.94,1710.54,35.24%
2024-07-24,ORD-1199,Diana Anderson,Small Business,Detroit,MI,Electronics,Printers,21,514.95,866.57,10813.95,18197.97,7384.02,40.58%
2024-10-09,ORD-1200,Nicole White,Consumer,Nashville,TN,Furniture,Tables,94,228.88,428.65,21514.72,40293.1,18778.38,46.6%
2024-02-17,ORD-1201,Karen Evans,Enterprise,Denver,CO,Electronics,Monitors,52,214.31,393.5,11144.12,20462.0,9317.88,45.54%
2024-03-14,ORD-1202,Michael Adams,Business,Dallas,TX,Furniture,Sofas,52,529.03,758.07,27509.56,39419.64,11910.08,30.21%
2024-08-07,ORD-1203,David Brown,Business,Salt Lake City,UT,Electronics,Monitors,14,240.78,389.35,3370.92,5450.9,2079.98,38.16%
2024-08-04,ORD-1204,Karen Turner,Small Business,Indianapolis,IN,Electronics,Printers,71,172.83,225.01,12270.93,15975.71,3704.78,23.19%
2024-09-20,ORD-1205,Karen Hall,Small Business,Minneapolis,MN,Furniture,Cabinets,21,272.02,316.59,5712.42,6648.39,935.97,14.08%
2024-02-06,ORD-1206,Daniel Lee,Small Business,Philadelphia,PA,Electronics,Printers,76,511.87,767.16,38902.12,58304.16,19402.04,33.28%
2024-02-19,ORD-1207,Olivia Johnson,Business,Charlotte,NC,Electronics,Laptops,59,542.01,615.65,31978.59,36323.35,4344.76,11.96%
2024-10-03,ORD-1208,Maria Chen,Business,Kansas City,MO,Office Supplies,Notebooks,19,594.57,1120.24,11296.83,21284.56,9987.73,46.92%
2024-05-10,ORD-1209,Daniel Lee,Business,Portland,OR,Office Supplies,Markers,80,143.95,282.63,11516.0,22610.4,11094.4,49.07%
2024-09-15,ORD-1210,Paul Watson,Small Business,Indianapolis,IN,Electronics,Monitors,91,486.25,733.5,44248.75,66748.5,22499.75,33.71%
2024-04-17,ORD-1211,Anna Anderson,Small Business,Columbus,OH,Office Supplies,Pens,58,62.53,107.4,3626.74,6229.2,2602.46,41.78%
2024-08-13,ORD-1212,Diana Brown,Enterprise,Atlanta,GA,Office Supplies,Paper,25,117.48,146.11,2937.0,3652.75,715.75,19.59%
2024-06-21,ORD-1213,Robert Hall,Business,Philadelphia,PA,Office Supplies,Paper,35,75.7,97.81,2649.5,3423.35,773.85,22.61%
2024-07-20,ORD-1214,John Chen,Consumer,Portland,OR,Office Supplies,Binders,35,187.43,256.58,6560.05,8980.3,2420.25,26.95%
2024-04-07,ORD-1215,Mike Johnson,Consumer,Detroit,MI,Office Supplies,Staplers,35,226.79,234.96,7937.65,8223.6,285.95,3.48%
2024-03-13,ORD-1216,Eric Watson,Consumer,Seattle,WA,Office Supplies,Pens,5,202.36,309.64,1011.8,1548.2,536.4,34.65%
2024-11-13,ORD-1217,James Davis,Enterprise,New Orleans,LA,Furniture,Sofas,36,245.79,397.07,8848.44,14294.52,5446.08,38.1%
2024-01-01,ORD-1218,James Watson,Enterprise,San Diego,CA,Electronics,Printers,95,169.17,306.13,16071.15,29082.35,13011.2,44.74%
2024-09-11,ORD-1219,Michael Martinez,Consumer,Portland,OR,Electronics,Monitors,10,225.81,333.12,2258.1,3331.2,1073.1,32.21%
2024-12-28,ORD-1220,Nicole Green,Consumer,Detroit,MI,Electronics,Smartwatches,73,417.11,807.68,30449.03,58960.64,28511.61,48.36%
2024-04-23,ORD-1221,Karen Evans,Enterprise,Nashville,TN,Office Supplies,Pens,56,247.08,420.91,13836.48,23570.96,9734.48,41.3%
2024-08-15,ORD-1222,Nicole Carter,Enterprise,Kansas City,MO,Furniture,Sofas,19,579.76,1087.36,11015.44,20659.84,9644.4,46.68%
2024-12-06,ORD-1223,Maria Green,Enterprise,Minneapolis,MN,Furniture,Desks,15,587.4,860.5,8811.0,12907.5,4096.5,31.74%
2024-02-13,ORD-1224,Daniel Rivera,Consumer,Minneapolis,MN,Office Supplies,Binders,33,152.08,278.84,5018.64,9201.72,4183.08,45.46%
2024-04-22,ORD-1225,Robert Gonzalez,Small Business,Nashville,TN,Furniture,Tables,83,568.17,977.29,47158.11,81115.07,33956.96,41.86%
2024-10-21,ORD-1226,Emily King,Consumer,San Francisco,CA,Office Supplies,Markers,20,256.1,326.39,5122.0,6527.8,1405.8,21.54%
2024-03-17,ORD-1227,Diana Davis,Business,Cleveland,OH,Electronics,Headphones,78,447.27,630.91,34887.06,49210.98,14323.92,29.11%
2024-02-24,ORD-1228,Diana Chen,Small Business,Miami,FL,Electronics,Headphones,82,59.95,107.1,4915.9,8782.2,3866.3,44.02%
2024-03-16,ORD-1229,James Anderson,Enterprise,Charlotte,NC,Electronics,Smartwatches,58,164.18,210.48,9522.44,12207.84,2685.4,22.0%
2024-12-22,ORD-1230,Laura Singh,Small Business,Boston,MA,Office Supplies,Envelopes,13,64.89,66.42,843.57,863.46,19.89,2.3%
2024-06-14,ORD-1231,Diana Rivera,Business,Indianapolis,IN,Electronics,Smartwatches,61,314.56,512.39,19188.16,31255.79,12067.63,38.61%
2024-02-27,ORD-1232,Diana Green,Consumer,Philadelphia,PA,Electronics,Headphones,82,227.2,371.76,18630.4,30484.32,11853.92,38.89%
2024-03-02,ORD-1233,Anthony Smith,Business,Dallas,TX,Electronics,Headphones,68,449.9,749.45,30593.2,50962.6,20369.4,39.97%
2024-08-05,ORD-1234,Anthony Martinez,Enterprise,Charlotte,NC,Electronics,Headphones,72,267.96,471.35,19293.12,33937.2,14644.08,43.15%
2024-03-26,ORD-1235,Laura Frank,Small Business,Detroit,MI,Office Supplies,Markers,74,558.95,1039.91,41362.3,76953.34,35591.04,46.25%
2024-09-02,ORD-1236,Laura Lee,Enterprise,Boston,MA,Furniture,Desks,77,503.23,764.69,38748.71,58881.13,20132.42,34.19%
2024-12-12,ORD-1237,Jessica Hall,Consumer,Seattle,WA,Electronics,Smartphones,35,20.4,32.86,714.0,1150.1,436.1,37.92%
2024-10-28,ORD-1238,Mark Perez,Small Business,Boston,MA,Furniture,Tables,28,399.62,431.59,11189.36,12084.52,895.16,7.41%
2024-07-28,ORD-1239,Olivia Perez,Consumer,Indianapolis,IN,Office Supplies,Markers,23,246.9,398.37,5678.7,9162.51,3483.81,38.02%
2024-11-03,ORD-1240,Linda Smith,Enterprise,San Francisco,CA,Office Supplies,Staplers,9,539.13,812.58,4852.17,7313.22,2461.05,33.65%
2024-11-14,ORD-1241,Mike Smith,Consumer,Phoenix,AZ,Electronics,Monitors,81,191.76,335.35,15532.56,27163.35,11630.79,42.82%
2024-10-02,ORD-1242,Jessica Perez,Consumer,Miami,FL,Furniture,Chairs,57,365.49,474.34,20832.93,27037.38,6204.45,22.95%
2024-06-04,ORD-1243,Sarah Adams,Business,Portland,OR,Office Supplies,Staplers,3,339.36,352.9,1018.08,1058.7,40.62,3.84%
2024-04-11,ORD-1244,Michael Davis,Consumer,Kansas City,MO,Office Supplies,Markers,1,438.22,537.05,438.22,537.05,98.83,18.4%
2024-02-17,ORD-1245,Karen Turner,Small Business,Minneapolis,MN,Electronics,Headphones,56,57.64,81.25,3227.84,4550.0,1322.16,29.06%
2024-12-08,ORD-1246,John Adams,Consumer,Minneapolis,MN,Electronics,Monitors,35,163.84,290.32,5734.4,10161.2,4426.8,43.57%
2024-06-28,ORD-1247,Karen Brown,Enterprise,Columbus,OH,Furniture,Desks,98,412.84,424.74,40458.32,41624.52,1166.2,2.8%
2024-07-25,ORD-1248,Anna Hall,Enterprise,New Orleans,LA,Electronics,Printers,36,428.42,799.69,15423.12,28788.84,13365.72,46.43%
2024-08-25,ORD-1249,Robert King,Small Business,New York,NY,Office Supplies,Pens,83,548.34,691.8,45512.22,57419.4,11907.18,20.74%
2024-06-07,ORD-1250,Maria Lee,Consumer,Cleveland,OH,Electronics,Smartphones,26,423.7,818.73,11016.2,21286.98,10270.78,48.25%
2024-08-18,ORD-1251,Jessica Chen,Business,Detroit,MI,Office Supplies,Pens,11,155.81,207.04,1713.91,2277.44,563.53,24.74%
2024-03-09,ORD-1252,Jessica Lee,Business,Miami,FL,Electronics,Printers,66,287.98,422.57,19006.68,27889.62,8882.94,31.85%
2024-11-22,ORD-1253,Eric Brown,Small Business,Cleveland,OH,Furniture,Sofas,94,154.64,169.93,14536.16,15973.42,1437.26,9.0%
2024-03-11,ORD-1254,Linda Davis,Enterprise,Chicago,IL,Furniture,Chairs,49,81.46,158.94,3991.54,7788.06,3796.52,48.75%
2024-07-20,ORD-1255,James Lee,Business,Nashville,TN,Office Supplies,Paper,3,325.83,585.35,977.49,1756.05,778.56,44.34%
2024-06-28,ORD-1256,Karen Evans,Enterprise,Denver,CO,Electronics,Laptops,10,40.94,81.56,409.4,815.6,406.2,49.8%
2024-02-21,ORD-1257,Mike White,Consumer,Houston,TX,Office Supplies,Envelopes,53,355.4,653.65,18836.2,34643.45,15807.25,45.63%
2024-07-26,ORD-1258,Anthony Gonzalez,Consumer,Chicago,IL,Electronics,Smartphones,96,425.47,685.9,40845.12,65846.4,25001.28,37.97%
2024-03-31,ORD-1259,Robert Green,Enterprise,Salt Lake City,UT,Office Supplies,Notebooks,47,502.94,545.17,23638.18,25622.99,1984.81,7.75%
2024-06-24,ORD-1260,Maria Anderson,Enterprise,New York,NY,Electronics,Smartwatches,11,108.16,201.09,1189.76,2211.99,1022.23,46.21%
2024-06-10,ORD-1261,Laura Lee,Consumer,Atlanta,GA,Office Supplies,Markers,32,594.89,1083.73,19036.48,34679.36,15642.88,45.11%
2024-04-03,ORD-1262,Maria Turner,Small Business,Columbus,OH,Furniture,Desks,58,561.17,708.08,32547.86,41068.64,8520.78,20.75%
2024-02-11,ORD-1263,Sarah Singh,Business,Miami,FL,Electronics,Printers,53,340.69,541.81,18056.57,28715.93,10659.36,37.12%
2024-09-27,ORD-1264,Daniel Brown,Small Business,Nashville,TN,Office Supplies,Pens,52,506.1,998.74,26317.2,51934.48,25617.28,49.33%
2024-08-09,ORD-1265,James Turner,Enterprise,Portland,OR,Electronics,Smartwatches,2,273.9,297.64,547.8,595.28,47.48,7.98%
2024-09-07,ORD-1266,Eric King,Enterprise,Chicago,IL,Furniture,Desks,100,11.8,15.34,1180.0,1534.0,354.0,23.08%
2024-06-20,ORD-1267,Karen Johnson,Business,Chicago,IL,Electronics,Laptops,47,43.27,68.02,2033.69,3196.94,1163.25,36.39%
2024-09-18,ORD-1268,Linda Turner,Business,Boston,MA,Office Supplies,Markers,66,49.71,62.93,3280.86,4153.38,872.52,21.01%
2024-04-25,ORD-1269,Daniel Rivera,Consumer,Minneapolis,MN,Electronics,Smartphones,6,158.47,245.85,950.82,1475.1,524.28,35.54%
2024-08-18,ORD-1270,Diana King,Business,Houston,TX,Furniture,Tables,73,129.04,245.5,9419.92,17921.5,8501.58,47.44%
2024-12-20,ORD-1271,Robert Green,Consumer,Salt Lake City,UT,Office Supplies,Markers,84,345.26,453.88,29001.84,38125.92,9124.08,23.93%
2024-05-09,ORD-1272,David Turner,Enterprise,Portland,OR,Furniture,Desks,14,390.7,571.97,5469.8,8007.58,2537.78,31.69%
2024-11-05,ORD-1273,Anna Hall,Enterprise,San Francisco,CA,Office Supplies,Markers,6,190.86,339.98,1145.16,2039.88,894.72,43.86%
2024-09-16,ORD-1274,Diana Adams,Business,San Diego,CA,Electronics,Laptops,95,180.1,331.35,17109.5,31478.25,14368.75,45.65%
2024-06-08,ORD-1275,Daniel Brown,Enterprise,Dallas,TX,Electronics,Monitors,96,153.96,265.8,14780.16,25516.8,10736.64,42.08%
2024-03-10,ORD-1276,Olivia Evans,Small Business,Salt Lake City,UT,Electronics,Smartwatches,38,279.46,554.58,10619.48,21074.04,10454.56,49.61%
2024-05-08,ORD-1277,Anthony Johnson,Business,Detroit,MI,Furniture,Tables,70,309.89,480.57,21692.3,33639.9,11947.6,35.52%
2024-02-15,ORD-1278,James Johnson,Business,Nashville,TN,Electronics,Monitors,44,382.29,503.85,16820.76,22169.4,5348.64,24.13%
2024-03-20,ORD-1279,Diana Martinez,Consumer,Boston,MA,Electronics,Smartphones,90,491.36,858.52,44222.4,77266.8,33044.4,42.77%
2024-06-20,ORD-1280,Michael Martinez,Business,Miami,FL,Office Supplies,Staplers,67,15.06,15.33,1009.02,1027.11,18.09,1.76%
2024-08-06,ORD-1281,Mike Chen,Small Business,Charlotte,NC,Furniture,Cabinets,64,219.51,346.4,14048.64,22169.6,8120.96,36.63%
2024-11-09,ORD-1282,Linda Green,Enterprise,Atlanta,GA,Electronics,Laptops,11,556.47,1082.11,6121.17,11903.21,5782.04,48.58%
2024-06-04,ORD-1283,Sarah Anderson,Small Business,Portland,OR,Furniture,Tables,13,73.87,120.22,960.31,1562.86,602.55,38.55%
2024-02-01,ORD-1284,Olivia Martinez,Consumer,Charlotte,NC,Furniture,Office Chairs,63,338.15,539.31,21303.45,33976.53,12673.08,37.3%
2024-01-14,ORD-1285,Robert Frank,Business,Los Angeles,CA,Electronics,Smartphones,51,190.28,205.78,9704.28,10494.78,790.5,7.53%
2024-09-27,ORD-1286,David Turner,Consumer,New York,NY,Office Supplies,Paper,21,505.53,757.55,10616.13,15908.55,5292.42,33.27%
2024-05-03,ORD-1287,Nicole Rivera,Enterprise,Boston,MA,Furniture,Chairs,78,324.97,638.02,25347.66,49765.56,24417.9,49.07%
2024-11-17,ORD-1288,Anthony Carter,Business,New Orleans,LA,Electronics,Monitors,17,137.32,165.72,2334.44,2817.24,482.8,17.14%
2024-12-27,ORD-1289,Robert Evans,Business,San Diego,CA,Furniture,Chairs,33,332.24,431.0,10963.92,14223.0,3259.08,22.91%
2024-01-09,ORD-1290,Anthony Chen,Small Business,Portland,OR,Office Supplies,Markers,96,242.22,415.85,23253.12,39921.6,16668.48,41.75%
2024-10-22,ORD-1291,Eric Anderson,Small Business,Boston,MA,Furniture,Sofas,32,480.08,915.85,15362.56,29307.2,13944.64,47.58%
2024-06-21,ORD-1292,David Singh,Business,Philadelphia,PA,Furniture,Office Chairs,55,193.48,278.28,10641.4,15305.4,4664.0,30.47%
2024-01-01,ORD-1293,Eric Adams,Business,Denver,CO,Office Supplies,Envelopes,1,393.49,444.9,393.49,444.9,51.41,11.56%
2024-04-29,ORD-1294,Jessica Anderson,Small Business,Phoenix,AZ,Electronics,Headphones,81,415.61,719.49,33664.41,58278.69,24614.28,42.24%
2024-01-08,ORD-1295,Eric Martinez,Enterprise,Miami,FL,Office Supplies,Pens,93,414.98,724.08,38593.14,67339.44,28746.3,42.69%
2024-05-13,ORD-1296,Diana Smith,Small Business,Denver,CO,Office Supplies,Staplers,95,140.11,178.2,13310.45,16929.0,3618.55,21.37%
2024-10-28,ORD-1297,Paul Lee,Consumer,Indianapolis,IN,Furniture,Lamps,92,197.64,263.98,18182.88,24286.16,6103.28,25.13%
2024-01-31,ORD-1298,Karen Turner,Enterprise,Philadelphia,PA,Furniture,Cabinets,97,414.72,536.09,40227.84,52000.73,11772.89,22.64%
2024-03-17,ORD-1299,Emily Anderson,Business,Boston,MA,Electronics,Printers,27,213.63,382.91,5768.01,10338.57,4570.56,44.21%
2024-12-10,ORD-1300,Anthony Rivera,Consumer,Phoenix,AZ,Furniture,Tables,30,199.69,304.83,5990.7,9144.9,3154.2,34.49%
2024-01-11,ORD-1301,Mark Anderson,Small Business,Atlanta,GA,Furniture,Lamps,35,558.4,1033.88,19544.0,36185.8,16641.8,45.99%
2024-02-21,ORD-1302,Linda Carter,Business,Columbus,OH,Electronics,Laptops,22,118.56,213.55,2608.32,4698.1,2089.78,44.48%
2024-01-13,ORD-1303,Karen White,Small Business,Los Angeles,CA,Electronics,Smartphones,6,476.33,897.42,2857.98,5384.52,2526.54,46.92%
2024-03-04,ORD-1304,Anthony White,Enterprise,Charlotte,NC,Office Supplies,Paper,13,472.15,745.05,6137.95,9685.65,3547.7,36.63%
2024-10-07,ORD-1305,Laura Hall,Small Business,New York,NY,Electronics,Smartwatches,71,371.42,429.84,26370.82,30518.64,4147.82,13.59%
2024-08-15,ORD-1306,Sarah King,Consumer,Columbus,OH,Furniture,Lamps,72,22.6,30.64,1627.2,2206.08,578.88,26.24%
2024-12-16,ORD-1307,Maria Lee,Consumer,Detroit,MI,Electronics,Laptops,70,475.36,842.73,33275.2,58991.1,25715.9,43.59%
2024-02-01,ORD-1308,Olivia Evans,Business,Minneapolis,MN,Furniture,Sofas,11,481.7,902.0,5298.7,9922.0,4623.3,46.6%
2024-08-23,ORD-1309,Sarah Adams,Business,Indianapolis,IN,Office Supplies,Pens,65,591.18,872.02,38426.7,56681.3,18254.6,32.21%
2024-04-10,ORD-1310,Linda Lee,Consumer,Atlanta,GA,Furniture,Chairs,44,331.22,645.74,14573.68,28412.56,13838.88,48.71%
2024-01-04,ORD-1311,David Adams,Small Business,New York,NY,Office Supplies,Envelopes,93,372.69,723.19,34660.17,67256.67,32596.5,48.47%
2024-04-13,ORD-1312,Robert Frank,Small Business,Boston,MA,Furniture,Chairs,30,364.54,657.36,10936.2,19720.8,8784.6,44.54%
2024-08-15,ORD-1313,Mike Evans,Business,Nashville,TN,Furniture,Cabinets,18,172.51,262.29,3105.18,4721.22,1616.04,34.23%
2024-12-02,ORD-1314,Eric Perez,Small Business,Indianapolis,IN,Furniture,Lamps,98,70.72,105.68,6930.56,10356.64,3426.08,33.08%
2024-03-12,ORD-1315,Maria Anderson,Business,Kansas City,MO,Electronics,Smartwatches,65,580.23,1008.24,37714.95,65535.6,27820.65,42.45%
2024-02-02,ORD-1316,Olivia Rivera,Business,Cleveland,OH,Office Supplies,Paper,22,557.02,951.15,12254.44,20925.3,8670.86,41.44%
2024-05-03,ORD-1317,Paul Davis,Enterprise,New Orleans,LA,Office Supplies,Notebooks,26,243.58,291.98,6333.08,7591.48,1258.4,16.58%
2024-06-02,ORD-1318,Paul Rivera,Small Business,Indianapolis,IN,Office Supplies,Paper,97,452.18,602.97,43861.46,58488.09,14626.63,25.01%
2024-11-11,ORD-1319,Mike Hall,Business,San Diego,CA,Electronics,Printers,70,504.75,529.71,35332.5,37079.7,1747.2,4.71%
2024-03-07,ORD-1320,Michael Martinez,Enterprise,Philadelphia,PA,Furniture,Lamps,42,162.49,269.88,6824.58,11334.96,4510.38,39.79%
2024-09-23,ORD-1321,David Davis,Business,Chicago,IL,Office Supplies,Pens,15,116.83,217.92,1752.45,3268.8,1516.35,46.39%
2024-06-13,ORD-1322,Karen Anderson,Enterprise,Los Angeles,CA,Office Supplies,Paper,11,114.77,139.54,1262.47,1534.94,272.47,17.75%
2024-04-02,ORD-1323,Michael Gonzalez,Consumer,Denver,CO,Electronics,Laptops,3,256.06,344.49,768.18,1033.47,265.29,25.67%
2024-11-06,ORD-1324,Nicole Anderson,Business,Denver,CO,Office Supplies,Markers,55,141.26,165.46,7769.3,9100.3,1331.0,14.63%
2024-02-29,ORD-1325,Mike Martinez,Consumer,Boston,MA,Electronics,Smartwatches,9,241.58,393.02,2174.22,3537.18,1362.96,38.53%
2024-02-03,ORD-1326,James Anderson,Small Business,New York,NY,Office Supplies,Staplers,93,159.47,192.3,14830.71,17883.9,3053.19,17.07%
2024-02-17,ORD-1327,Robert Adams,Small Business,Indianapolis,IN,Office Supplies,Markers,63,9.56,18.64,602.28,1174.32,572.04,48.71%
2024-07-25,ORD-1328,Anthony Carter,Enterprise,Kansas City,MO,Office Supplies,Pens,82,504.89,844.76,41400.98,69270.32,27869.34,40.23%
2024-01-03,ORD-1329,Maria Hall,Enterprise,Nashville,TN,Office Supplies,Binders,9,451.43,524.9,4062.87,4724.1,661.23,14.0%
2024-08-27,ORD-1330,Emily White,Small Business,Minneapolis,MN,Furniture,Office Chairs,53,49.67,92.66,2632.51,4910.98,2278.47,46.4%
2024-03-06,ORD-1331,Daniel Turner,Enterprise,San Francisco,CA,Office Supplies,Staplers,97,64.63,95.16,6269.11,9230.52,2961.41,32.08%
2024-04-05,ORD-1332,Karen Gonzalez,Business,Boston,MA,Electronics,Printers,10,319.78,620.23,3197.8,6202.3,3004.5,48.44%
2024-11-10,ORD-1333,Laura Watson,Consumer,Los Angeles,CA,Furniture,Cabinets,70,72.53,91.97,5077.1,6437.9,1360.8,21.14%
2024-03-01,ORD-1334,Michael Green,Business,Houston,TX,Electronics,Smartwatches,86,144.3,236.81,12409.8,20365.66,7955.86,39.07%
2024-03-12,ORD-1335,Diana Evans,Small Business,New Orleans,LA,Furniture,Lamps,63,430.69,798.71,27133.47,50318.73,23185.26,46.08%
2024-08-12,ORD-1336,Anthony Anderson,Enterprise,Los Angeles,CA,Furniture,Desks,21,212.65,260.67,4465.65,5474.07,1008.42,18.42%
2024-06-19,ORD-1337,Diana Frank,Business,Philadelphia,PA,Furniture,Chairs,84,183.8,306.55,15439.2,25750.2,10311.0,40.04%
2024-02-08,ORD-1338,Mike Adams,Business,Seattle,WA,Office Supplies,Binders,22,163.5,314.74,3597.0,6924.28,3327.28,48.05%
2024-08-17,ORD-1339,Sarah Hall,Consumer,New York,NY,Furniture,Chairs,5,9.72,16.27,48.6,81.35,32.75,40.26%
2024-01-12,ORD-1340,Robert Perez,Small Business,Seattle,WA,Electronics,Smartphones,7,527.66,901.11,3693.62,6307.77,2614.15,41.44%
2024-09-22,ORD-1341,Paul Gonzalez,Enterprise,Boston,MA,Office Supplies,Markers,48,283.59,526.33,13612.32,25263.84,11651.52,46.12%
2024-02-24,ORD-1342,Karen Evans,Consumer,New Orleans,LA,Electronics,Smartwatches,33,28.93,29.4,954.69,970.2,15.51,1.6%
2024-08-03,ORD-1343,Laura Johnson,Business,Miami,FL,Electronics,Headphones,26,163.66,252.33,4255.16,6560.58,2305.42,35.14%
2024-04-30,ORD-1344,Karen Anderson,Consumer,Salt Lake City,UT,Office Supplies,Markers,38,551.44,894.14,20954.72,33977.32,13022.6,38.33%
2024-01-18,ORD-1345,Anthony Carter,Small Business,Chicago,IL,Furniture,Lamps,35,240.68,304.77,8423.8,10666.95,2243.15,21.03%
2024-11-22,ORD-1346,Nicole Rivera,Small Business,Miami,FL,Electronics,Laptops,33,11.37,19.69,375.21,649.77,274.56,42.25%
2024-01-06,ORD-1347,Robert Smith,Small Business,Detroit,MI,Furniture,Desks,8,115.18,162.84,921.44,1302.72,381.28,29.27%
2024-12-19,ORD-1348,Olivia Frank,Consumer,Charlotte,NC,Office Supplies,Paper,54,588.63,594.98,31786.02,32128.92,342.9,1.07%
2024-03-08,ORD-1349,Mike Gonzalez,Enterprise,Los Angeles,CA,Office Supplies,Paper,15,528.67,708.35,7930.05,10625.25,2695.2,25.37%
2024-03-08,ORD-1350,Robert Anderson,Business,Los Angeles,CA,Electronics,Headphones,45,393.8,529.69,17721.0,23836.05,6115.05,25.65%
2024-01-22,ORD-1351,Jessica Smith,Business,Charlotte,NC,Office Supplies,Notebooks,94,266.07,318.79,25010.58,29966.26,4955.68,16.54%
2024-05-07,ORD-1352,Karen Frank,Enterprise,Nashville,TN,Electronics,Printers,57,5.22,9.0,297.54,513.0,215.46,42.0%
2024-08-15,ORD-1353,Eric Turner,Consumer,Seattle,WA,Office Supplies,Pens,90,250.59,394.7,22553.1,35523.0,12969.9,36.51%
2024-11-08,ORD-1354,Nicole Gonzalez,Enterprise,Denver,CO,Furniture,Chairs,80,498.4,842.14,39872.0,67371.2,27499.2,40.82%
2024-12-17,ORD-1355,Laura Davis,Business,Portland,OR,Office Supplies,Staplers,66,82.79,145.18,5464.14,9581.88,4117.74,42.97%
2024-08-15,ORD-1356,Robert Evans,Enterprise,Phoenix,AZ,Furniture,Office Chairs,7,287.29,572.39,2011.03,4006.73,1995.7,49.81%
2024-02-19,ORD-1357,Sarah Adams,Small Business,Dallas,TX,Electronics,Headphones,39,218.45,320.06,8519.55,12482.34,3962.79,31.75%
2024-10-12,ORD-1358,Maria Turner,Business,Salt Lake City,UT,Electronics,Monitors,23,256.25,378.55,5893.75,8706.65,2812.9,32.31%
2024-07-04,ORD-1359,Diana Smith,Business,Charlotte,NC,Office Supplies,Pens,24,174.36,261.94,4184.64,6286.56,2101.92,33.44%
2024-09-16,ORD-1360,Eric Frank,Enterprise,Dallas,TX,Electronics,Headphones,74,561.69,1071.9,41565.06,79320.6,37755.54,47.6%
2024-11-27,ORD-1361,Mike Frank,Consumer,Houston,TX,Office Supplies,Staplers,25,554.55,909.58,13863.75,22739.5,8875.75,39.03%
2024-06-09,ORD-1362,Jessica Brown,Business,Kansas City,MO,Furniture,Tables,69,158.28,176.19,10921.32,12157.11,1235.79,10.17%
2024-10-06,ORD-1363,Michael White,Business,Portland,OR,Furniture,Office Chairs,2,148.0,280.93,296.0,561.86,265.86,47.32%
2024-09-27,ORD-1364,Anthony Frank,Small Business,Denver,CO,Office Supplies,Binders,22,121.65,140.48,2676.3,3090.56,414.26,13.4%
2024-08-11,ORD-1365,John Perez,Consumer,Denver,CO,Furniture,Office Chairs,19,314.3,538.84,5971.7,10237.96,4266.26,41.67%
2024-11-18,ORD-1366,Maria White,Business,Cleveland,OH,Furniture,Cabinets,45,493.18,969.28,22193.1,43617.6,21424.5,49.12%
2024-02-05,ORD-1367,Olivia Brown,Business,Dallas,TX,Furniture,Sofas,82,389.51,646.3,31939.82,52996.6,21056.78,39.73%
2024-06-02,ORD-1368,Diana Rivera,Small Business,Minneapolis,MN,Electronics,Monitors,100,448.11,871.54,44811.0,87154.0,42343.0,48.58%
2024-01-08,ORD-1369,James Frank,Business,Chicago,IL,Electronics,Smartphones,18,261.83,514.54,4712.94,9261.72,4548.78,49.11%
2024-11-17,ORD-1370,Daniel Gonzalez,Enterprise,Kansas City,MO,Office Supplies,Paper,94,228.03,380.7,21434.82,35785.8,14350.98,40.1%
2024-06-14,ORD-1371,Sarah Chen,Business,New Orleans,LA,Electronics,Printers,63,219.05,345.51,13800.15,21767.13,7966.98,36.6%
